,Step,PalmasTotales,PalmasInfectadas,PalmasSanas,PalmasQuemadas,PalmasDetectadas,DronesTotales,DronesActivos,DronesCargando,EstacionesCarga,Cobertura,ObjetivosCompartidos
76,76,20,12,8,0,3,1,1,0,1,0.0625,3
77,77,20,12,8,0,3,1,1,0,1,0.0625,3
78,78,20,12,8,0,3,1,1,0,1,0.0625,3
79,79,20,12,8,0,3,1,1,0,1,0.0625,3
80,80,20,12,8,0,2,1,1,0,1,0.041666666666666664,2
81,81,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
82,82,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
83,83,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
84,84,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
85,85,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
86,86,20,12,8,0,2,1,1,0,1,0.041666666666666664,2
87,87,20,12,8,0,1,1,1,0,1,0.041666666666666664,1
88,88,20,12,8,0,1,1,1,0,1,0.0625,1
89,89,20,12,8,0,1,1,1,0,1,0.0625,1
90,90,20,12,8,0,2,1,1,0,1,0.0625,2
91,91,20,12,8,0,2,1,1,0,1,0.0625,2
92,92,20,12,8,0,2,1,1,0,1,0.0625,2
93,93,20,12,8,0,2,1,1,0,1,0.041666666666666664,2
94,94,20,12,8,0,2,1,1,0,1,0.041666666666666664,2
95,95,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
96,96,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
97,97,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
98,98,20,13,7,0,2,1,1,0,1,0.041666666666666664,2
99,99,20,14,6,0,2,1,1,0,1,0.041666666666666664,2
