,Step,PalmasTotales,PalmasInfectadas,PalmasSanas,PalmasQuemadas,PalmasDetectadas,DronesTotales,DronesActivos,DronesCargando,EstacionesCarga,Cobertura,ObjetivosCompartidos
429,429,28,5,4,0,0,3,3,0,3,0.16666666666666666,0
430,430,28,5,4,0,1,3,3,0,3,0.1875,1
431,431,28,5,4,0,1,3,3,0,3,0.1875,1
432,432,28,5,4,0,2,3,3,0,3,0.1736111111111111,2
433,433,28,5,4,0,2,3,3,0,3,0.14583333333333334,2
434,434,28,5,4,0,2,3,3,0,3,0.14583333333333334,2
435,435,28,5,4,0,3,3,3,0,3,0.16666666666666666,3
436,436,28,5,4,0,4,3,3,0,3,0.16666666666666666,4
437,437,28,5,4,0,4,3,3,0,3,0.14583333333333334,4
438,438,28,5,4,0,4,3,3,0,3,0.125,4
439,439,28,5,4,0,4,3,3,0,3,0.1527777777777778,4
440,440,28,5,4,0,4,3,3,0,3,0.14583333333333334,4
441,441,28,5,4,0,4,3,3,0,3,0.1527777777777778,4
442,442,28,5,4,0,4,3,3,0,3,0.13194444444444445,4
443,443,28,5,4,0,4,3,3,0,3,0.13194444444444445,4
444,444,28,5,4,0,4,3,3,0,3,0.13194444444444445,4
445,445,28,4,5,0,4,3,3,0,3,0.13194444444444445,4
446,446,28,4,5,0,3,3,3,0,3,0.13194444444444445,3
447,447,28,4,5,0,3,3,3,0,3,0.11805555555555555,3
448,448,28,4,5,0,3,3,3,0,3,0.10416666666666667,3
449,449,28,4,5,0,3,3,3,0,3,0.10416666666666667,3
450,450,28,4,5,0,3,3,3,0,3,0.10416666666666667,3
451,451,28,3,6,0,3,3,3,0,3,0.10416666666666667,3
452,452,28,4,5,0,3,3,3,0,3,0.10416666666666667,3
453,453,28,3,6,0,3,3,3,0,3,0.10416666666666667,3
454,454,28,3,6,0,2,3,3,0,3,0.13194444444444445,2
455,455,28,4,5,0,2,3,3,0,3,0.10416666666666667,2
456,456,28,5,4,0,3,3,3,0,3,0.11805555555555555,3
457,457,28,5,4,0,3,3,3,0,3,0.13194444444444445,3
458,458,28,5,4,0,3,3,3,0,3,0.10416666666666667,3
459,459,28,5,4,0,3,3,3,0,3,0.08333333333333333,3
460,460,28,4,5,0,2,3,2,1,3,0.09722222222222222,2
461,461,28,4,5,0,2,3,3,0,3,0.11805555555555555,2
462,462,28,3,5,0,2,3,3,0,3,0.11805555555555555,2
463,463,28,4,4,0,2,3,3,0,3,0.10416666666666667,2
464,464,28,4,4,0,2,3,3,0,3,0.125,2
465,465,28,5,3,0,3,3,3,0,3,0.10416666666666667,3
466,466,28,5,3,0,2,3,3,0,3,0.10416666666666667,2
467,467,28,4,4,0,1,3,3,0,3,0.11805555555555555,1
468,468,28,4,4,0,1,3,3,0,3,0.125,1
469,469,28,4,4,0,1,3,3,0,3,0.10416666666666667,1
470,470,28,4,4,0,2,3,3,0,3,0.11805555555555555,2
471,471,28,4,4,0,2,3,3,0,3,0.10416666666666667,2
472,472,28,4,4,0,2,3,3,0,3,0.13194444444444445,2
473,473,28,4,4,0,2,3,3,0,3,0.10416666666666667,2
474,474,28,4,4,0,2,3,3,0,3,0.13194444444444445,2
475,475,28,4,4,0,2,3,3,0,3,0.10416666666666667,2
476,476,28,4,4,0,2,3,3,0,3,0.13194444444444445,2
477,477,28,4,4,0,2,3,3,0,3,0.10416666666666667,2
478,478,28,4,4,0,2,3,3,0,3,0.13194444444444445,2
479,479,28,6,2,0,4,3,3,0,3,0.10416666666666667,4
480,480,28,6,2,0,4,3,3,0,3,0.13194444444444445,4
481,481,28,5,3,0,3,3,3,0,3,0.11805555555555555,3
482,482,28,5,3,0,3,3,3,0,3,0.125,3
483,483,28,4,4,0,2,3,3,0,3,0.125,2
484,484,28,4,4,0,2,3,3,0,3,0.125,2
485,485,28,4,4,0,2,3,3,0,3,0.1388888888888889,2
486,486,28,4,4,0,2,3,3,0,3,0.125,2
487,487,28,4,4,0,2,3,3,0,3,0.125,2
488,488,28,4,4,0,2,3,3,0,3,0.1388888888888889,2
489,489,28,4,4,0,2,3,3,0,3,0.125,2
490,490,28,3,5,0,2,3,3,0,3,0.125,2
491,491,28,3,5,0,1,3,3,0,3,0.1527777777777778,1
492,492,28,3,5,0,1,3,3,0,3,0.14583333333333334,1
493,493,28,4,4,0,1,3,3,0,3,0.125,1
494,494,28,4,4,0,2,3,3,0,3,0.125,2
495,495,28,4,4,0,2,3,3,0,3,0.13194444444444445,2
496,496,28,4,4,0,2,3,3,0,3,0.125,2
497,497,28,3,5,0,2,3,3,0,3,0.11805555555555555,2
498,498,28,3,5,0,1,3,3,0,3,0.125,1
499,499,28,2,6,0,1,3,3,0,3,0.11805555555555555,1
500,500,28,2,6,0,0,3,3,0,3,0.1388888888888889,0
501,501,28,2,6,0,0,3,3,0,3,0.125,0
502,502,28,2,6,0,0,3,3,0,3,0.1527777777777778,0
503,503,28,2,6,0,0,3,3,0,3,0.1527777777777778,0
504,504,28,2,6,0,0,3,3,0,3,0.1527777777777778,0
505,505,28,2,6,0,0,3,3,0,3,0.16666666666666666,0
506,506,28,2,6,0,1,3,3,0,3,0.14583333333333334,1
507,507,28,2,6,0,2,3,3,0,3,0.16666666666666666,2
508,508,28,2,6,0,2,3,3,0,3,0.16666666666666666,2
509,509,28,2,6,0,2,3,3,0,3,0.16666666666666666,2
510,510,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
511,511,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
512,512,28,2,6,0,2,3,3,0,3,0.13194444444444445,2
513,513,28,2,6,0,2,3,3,0,3,0.10416666666666667,2
514,514,28,2,6,0,2,3,3,0,3,0.09722222222222222,2
515,515,28,2,6,0,2,3,3,0,3,0.10416666666666667,2
516,516,28,2,6,0,2,3,3,0,3,0.09722222222222222,2
517,517,28,1,7,0,2,3,3,0,3,0.10416666666666667,2
518,518,28,1,7,0,1,3,3,0,3,0.1388888888888889,1
519,519,28,2,6,0,1,3,3,0,3,0.13194444444444445,1
520,520,28,2,6,0,2,3,3,0,3,0.125,2
521,521,28,2,6,0,2,3,3,0,3,0.1388888888888889,2
522,522,28,2,6,0,2,3,3,0,3,0.125,2
523,523,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
524,524,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
525,525,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
526,526,28,2,6,0,2,3,3,0,3,0.1736111111111111,2
527,527,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
528,528,28,2,6,0,2,3,3,0,3,0.1736111111111111,2
529,529,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
530,530,28,2,6,0,2,3,3,0,3,0.16666666666666666,2
531,531,28,2,6,0,2,3,3,0,3,0.1736111111111111,2
532,532,28,2,6,0,2,3,3,0,3,0.16666666666666666,2
533,533,28,2,6,0,2,3,3,0,3,0.16666666666666666,2
534,534,28,2,6,0,2,3,2,1,3,0.16666666666666666,2
535,535,28,2,6,0,2,3,3,0,3,0.16666666666666666,2
536,536,28,2,6,0,2,3,3,0,3,0.16666666666666666,2
537,537,28,2,6,0,2,3,3,0,3,0.1527777777777778,2
538,538,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
539,539,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
540,540,28,1,7,0,2,3,3,0,3,0.16666666666666666,2
541,541,28,1,7,0,1,3,3,0,3,0.16666666666666666,1
542,542,28,1,7,0,1,3,3,0,3,0.1875,1
543,543,28,1,7,0,1,3,3,0,3,0.16666666666666666,1
544,544,28,1,7,0,1,3,3,0,3,0.16666666666666666,1
545,545,28,1,7,0,1,3,3,0,3,0.16666666666666666,1
546,546,28,2,6,0,1,3,3,0,3,0.14583333333333334,1
547,547,28,2,6,0,2,3,3,0,3,0.125,2
548,548,28,1,7,0,1,3,3,0,3,0.1388888888888889,1
549,549,28,1,7,0,1,3,3,0,3,0.125,1
550,550,28,0,8,0,0,3,3,0,3,0.125,0
551,551,28,0,8,0,0,3,3,0,3,0.125,0
552,552,28,1,7,0,0,3,3,0,3,0.1527777777777778,0
553,553,28,1,7,0,0,3,3,0,3,0.1527777777777778,0
554,554,28,1,7,0,0,3,3,0,3,0.1527777777777778,0
555,555,28,1,7,0,0,3,3,0,3,0.1875,0
556,556,28,1,7,0,0,3,3,0,3,0.1875,0
557,557,28,2,6,0,0,3,3,0,3,0.1875,0
558,558,28,2,6,0,0,3,3,0,3,0.16666666666666666,0
559,559,28,2,6,0,0,3,3,0,3,0.1597222222222222,0
560,560,28,2,6,0,0,3,3,0,3,0.1388888888888889,0
561,561,28,2,6,0,0,3,3,0,3,0.11805555555555555,0
562,562,28,3,5,0,0,3,3,0,3,0.11805555555555555,0
563,563,28,3,5,0,0,3,3,0,3,0.14583333333333334,0
564,564,28,3,5,0,0,3,3,0,3,0.1527777777777778,0
565,565,28,3,5,0,2,3,3,0,3,0.16666666666666666,2
566,566,28,3,5,0,2,3,3,0,3,0.1736111111111111,2
567,567,28,4,4,0,3,3,3,0,3,0.1597222222222222,3
568,568,28,3,5,0,2,3,3,0,3,0.14583333333333334,2
569,569,28,3,5,0,2,3,3,0,3,0.1597222222222222,2
570,570,28,3,5,0,2,3,3,0,3,0.10416666666666667,2
571,571,28,2,6,0,1,3,3,0,3,0.13194444444444445,1
572,572,28,3,5,0,2,3,3,0,3,0.125,2
573,573,28,1,7,0,1,3,3,0,3,0.10416666666666667,1
574,574,28,1,7,0,0,3,3,0,3,0.10416666666666667,0
575,575,28,1,7,0,0,3,3,0,3,0.125,0
576,576,28,1,7,0,0,3,3,0,3,0.1736111111111111,0
577,577,28,1,7,0,0,3,3,0,3,0.1388888888888889,0
578,578,28,1,7,0,0,3,3,0,3,0.14583333333333334,0
579,579,28,1,7,0,0,3,3,0,3,0.14583333333333334,0
580,580,28,1,7,0,0,3,3,0,3,0.14583333333333334,0
581,581,28,1,7,0,0,3,3,0,3,0.16666666666666666,0
582,582,28,1,7,0,0,3,3,0,3,0.16666666666666666,0
583,583,28,1,7,0,0,3,3,0,3,0.16666666666666666,0
584,584,28,1,7,0,0,3,3,0,3,0.13194444444444445,0
585,585,28,1,7,0,0,3,3,0,3,0.11805555555555555,0
586,586,28,1,7,0,0,3,3,0,3,0.11805555555555555,0
587,587,28,1,7,0,0,3,3,0,3,0.1875,0
588,588,28,1,7,0,0,3,3,0,3,0.1875,0
589,589,28,1,7,0,0,3,3,0,3,0.1875,0
590,590,28,1,7,0,0,3,3,0,3,0.1875,0
591,591,28,1,7,0,0,3,3,0,3,0.16666666666666666,0
592,592,28,1,7,0,0,3,3,0,3,0.16666666666666666,0
593,593,28,1,7,0,0,3,2,1,3,0.16666666666666666,0
594,594,28,1,7,0,1,3,2,1,3,0.125,1
595,595,28,1,7,0,1,3,3,0,3,0.14583333333333334,1
596,596,28,1,7,0,1,3,3,0,3,0.16666666666666666,1
597,597,28,2,6,0,1,3,3,0,3,0.1527777777777778,1
598,598,28,2,6,0,1,3,3,0,3,0.1388888888888889,1
599,599,28,2,6,0,1,3,3,0,3,0.125,1
600,600,28,2,6,0,1,3,3,0,3,0.125,1
601,601,28,2,6,0,1,3,3,0,3,0.125,1
602,602,28,2,6,0,1,3,3,0,3,0.125,1
603,603,28,2,6,0,0,3,3,0,3,0.11805555555555555,0
604,604,28,2,6,0,0,3,3,0,3,0.16666666666666666,0
605,605,28,2,6,0,0,3,3,0,3,0.1597222222222222,0
606,606,28,2,6,0,0,3,3,0,3,0.1527777777777778,0
607,607,28,3,5,0,0,3,3,0,3,0.14583333333333334,0
608,608,28,3,5,0,0,3,3,0,3,0.1736111111111111,0
609,609,28,3,5,0,0,3,3,0,3,0.1875,0
610,610,28,3,5,0,0,3,3,0,3,0.1875,0
611,611,28,3,5,0,0,3,3,0,3,0.16666666666666666,0
612,612,28,3,5,0,0,3,3,0,3,0.16666666666666666,0
613,613,28,4,4,0,1,3,3,0,3,0.1875,1
614,614,28,3,5,0,2,3,3,0,3,0.1875,2
615,615,28,3,5,0,1,3,3,0,3,0.1875,1
616,616,28,3,5,0,2,3,3,0,3,0.14583333333333334,2
617,617,28,3,5,0,2,3,3,0,3,0.14583333333333334,2
618,618,28,3,5,0,2,3,3,0,3,0.125,2
619,619,28,2,6,0,1,3,3,0,3,0.10416666666666667,1
620,620,28,1,7,0,0,3,3,0,3,0.10416666666666667,0
621,621,28,1,7,0,0,3,3,0,3,0.125,0
622,622,28,1,7,0,0,3,3,0,3,0.08333333333333333,0
623,623,28,1,7,0,0,3,3,0,3,0.06944444444444445,0
624,624,28,1,7,0,0,3,3,0,3,0.08333333333333333,0
625,625,28,1,7,0,0,3,3,0,3,0.1111111111111111,0
626,626,28,1,7,0,0,3,3,0,3,0.10416666666666667,0
627,627,28,1,7,0,0,3,3,0,3,0.125,0
628,628,28,1,7,0,0,3,3,0,3,0.11805555555555555,0
629,629,28,1,7,0,0,3,3,0,3,0.11805555555555555,0
630,630,28,1,7,0,0,3,3,0,3,0.125,0
631,631,28,1,7,0,0,3,3,0,3,0.10416666666666667,0
632,632,28,1,7,0,0,3,3,0,3,0.10416666666666667,0
633,633,28,1,7,0,0,3,3,0,3,0.10416666666666667,0
634,634,28,1,7,0,0,3,3,0,3,0.11805555555555555,0
635,635,28,1,7,0,0,3,3,0,3,0.1111111111111111,0
636,636,28,1,7,0,0,3,3,0,3,0.08333333333333333,0
637,637,28,1,7,0,0,3,3,0,3,0.08333333333333333,0
638,638,28,1,7,0,0,3,3,0,3,0.10416666666666667,0
639,639,28,1,7,0,0,3,3,0,3,0.11805555555555555,0
640,640,28,1,7,0,0,3,3,0,3,0.1111111111111111,0
641,641,28,1,7,0,0,3,3,0,3,0.13194444444444445,0
642,642,28,1,7,0,0,3,2,1,3,0.13194444444444445,0
643,643,28,1,7,0,0,3,2,1,3,0.1111111111111111,0
644,644,28,1,7,0,0,3,3,0,3,0.1111111111111111,0
645,645,28,1,7,0,0,3,3,0,3,0.13194444444444445,0
646,646,28,1,7,0,0,3,3,0,3,0.1111111111111111,0
647,647,28,1,7,0,0,3,3,0,3,0.11805555555555555,0
648,648,28,2,6,0,0,3,3,0,3,0.10416666666666667,0
649,649,28,2,6,0,0,3,3,0,3,0.10416666666666667,0
650,650,28,2,6,0,0,3,3,0,3,0.10416666666666667,0
651,651,28,2,6,0,0,3,3,0,3,0.10416666666666667,0
652,652,28,2,6,0,0,3,3,0,3,0.125,0
653,653,28,3,5,0,0,3,3,0,3,0.11805555555555555,0
654,654,28,3,5,0,1,3,3,0,3,0.10416666666666667,1
655,655,28,3,5,0,1,3,3,0,3,0.1388888888888889,1
656,656,28,3,5,0,1,3,3,0,3,0.125,1
657,657,28,2,6,0,2,3,3,0,3,0.14583333333333334,2
658,658,28,2,6,0,1,3,3,0,3,0.1527777777777778,1
659,659,28,3,5,0,1,3,3,0,3,0.125,1
660,660,28,2,6,0,0,3,2,1,3,0.1527777777777778,0
661,661,28,2,6,0,0,3,2,1,3,0.14583333333333334,0
662,662,28,2,6,0,0,3,3,0,3,0.1388888888888889,0
663,663,28,2,6,0,0,3,3,0,3,0.1597222222222222,0
664,664,28,3,5,0,0,3,3,0,3,0.125,0
665,665,28,3,5,0,0,3,3,0,3,0.14583333333333334,0
666,666,28,3,5,0,0,3,3,0,3,0.1527777777777778,0
667,667,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
668,668,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
669,669,28,3,5,0,0,3,3,0,3,0.1388888888888889,0
670,670,28,3,5,0,0,3,3,0,3,0.16666666666666666,0
671,671,28,3,5,0,0,3,3,0,3,0.16666666666666666,0
672,672,28,3,5,0,0,3,3,0,3,0.14583333333333334,0
673,673,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
674,674,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
675,675,28,3,5,0,0,3,3,0,3,0.14583333333333334,0
676,676,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
677,677,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
678,678,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
679,679,28,3,5,0,0,3,3,0,3,0.14583333333333334,0
680,680,28,3,5,0,0,3,3,0,3,0.11805555555555555,0
681,681,28,3,5,0,0,3,3,0,3,0.11805555555555555,0
682,682,28,3,5,0,0,3,3,0,3,0.1111111111111111,0
683,683,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
684,684,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
685,685,28,3,5,0,0,3,3,0,3,0.14583333333333334,0
686,686,28,3,5,0,0,3,3,0,3,0.1388888888888889,0
687,687,28,3,5,0,0,3,3,0,3,0.11805555555555555,0
688,688,28,3,5,0,0,3,3,0,3,0.16666666666666666,0
689,689,28,3,5,0,0,3,3,0,3,0.13194444444444445,0
690,690,28,4,4,0,0,3,3,0,3,0.13194444444444445,0
691,691,28,4,4,0,0,3,3,0,3,0.13194444444444445,0
692,692,28,4,4,0,0,3,3,0,3,0.11805555555555555,0
693,693,28,4,4,0,0,3,3,0,3,0.11805555555555555,0
694,694,28,4,4,0,0,3,3,0,3,0.09722222222222222,0
695,695,28,4,4,0,0,3,3,0,3,0.09722222222222222,0
696,696,28,5,3,0,0,3,3,0,3,0.08333333333333333,0
697,697,28,5,3,0,0,3,3,0,3,0.08333333333333333,0
698,698,28,6,2,0,0,3,3,0,3,0.11805555555555555,0
699,699,28,6,2,0,0,3,3,0,3,0.13194444444444445,0
700,700,28,6,2,0,2,3,3,0,3,0.16666666666666666,2
701,701,28,5,3,0,3,3,2,1,3,0.1527777777777778,3
702,702,28,6,2,0,3,3,2,1,3,0.125,3
703,703,28,5,3,0,3,3,3,0,3,0.125,3
704,704,28,5,3,0,3,3,3,0,3,0.14583333333333334,3
705,705,28,5,3,0,2,3,3,0,3,0.1388888888888889,2
706,706,28,4,4,0,1,3,3,0,3,0.10416666666666667,1
707,707,28,4,4,0,1,3,3,0,3,0.125,1
708,708,28,4,4,0,1,3,3,0,3,0.125,1
709,709,28,4,4,0,1,3,3,0,3,0.1527777777777778,1
710,710,28,4,4,0,2,3,3,0,3,0.125,2
711,711,28,4,4,0,1,3,3,0,3,0.125,1
712,712,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
713,713,28,2,5,0,0,3,3,0,3,0.1875,0
714,714,28,2,5,0,0,3,3,0,3,0.13194444444444445,0
715,715,28,2,5,0,0,3,3,0,3,0.16666666666666666,0
716,716,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
717,717,28,2,5,0,0,3,3,0,3,0.16666666666666666,0
718,718,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
719,719,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
720,720,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
721,721,28,5,2,0,0,3,3,0,3,0.16666666666666666,0
722,722,28,5,2,0,1,3,3,0,3,0.16666666666666666,1
723,723,28,5,2,0,2,3,3,0,3,0.1875,2
724,724,28,5,2,0,1,3,3,0,3,0.16666666666666666,1
725,725,28,5,2,0,1,3,3,0,3,0.14583333333333334,1
726,726,28,5,2,0,2,3,3,0,3,0.125,2
727,727,28,4,3,0,2,3,3,0,3,0.125,2
728,728,28,3,4,0,1,3,3,0,3,0.10416666666666667,1
729,729,28,2,5,0,0,3,3,0,3,0.10416666666666667,0
730,730,28,2,5,0,0,3,3,0,3,0.08333333333333333,0
731,731,28,2,5,0,0,3,3,0,3,0.08333333333333333,0
732,732,28,2,5,0,0,3,3,0,3,0.10416666666666667,0
733,733,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
734,734,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
735,735,28,2,5,0,0,3,3,0,3,0.16666666666666666,0
736,736,28,3,4,0,0,3,3,0,3,0.1527777777777778,0
737,737,28,4,3,0,1,3,3,0,3,0.1527777777777778,1
738,738,28,5,2,0,1,3,3,0,3,0.1597222222222222,1
739,739,28,4,3,0,3,3,3,0,3,0.1388888888888889,3
740,740,28,3,4,0,2,3,3,0,3,0.1388888888888889,2
741,741,28,3,4,0,1,3,3,0,3,0.125,1
742,742,28,3,4,0,1,3,3,0,3,0.13194444444444445,1
743,743,28,2,5,0,1,3,3,0,3,0.125,1
744,744,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
745,745,28,2,5,0,0,3,3,0,3,0.125,0
746,746,28,2,5,0,0,3,3,0,3,0.14583333333333334,0
747,747,28,2,5,0,0,3,3,0,3,0.16666666666666666,0
748,748,28,1,5,0,0,3,3,0,3,0.1527777777777778,0
749,749,28,1,5,0,0,3,3,0,3,0.1388888888888889,0
750,750,28,1,5,0,0,3,2,1,3,0.125,0
751,751,28,2,4,0,0,3,2,1,3,0.14583333333333334,0
752,752,28,2,4,0,0,3,3,0,3,0.16666666666666666,0
753,753,28,2,4,0,0,3,3,0,3,0.1875,0
754,754,28,2,4,0,1,3,3,0,3,0.16666666666666666,1
755,755,28,1,4,0,1,3,3,0,3,0.16666666666666666,1
756,756,28,0,5,0,1,3,3,0,3,0.14583333333333334,1
757,757,28,0,5,0,0,3,3,0,3,0.14583333333333334,0
758,758,28,1,4,0,0,3,3,0,3,0.1388888888888889,0
759,759,28,1,4,0,0,3,3,0,3,0.125,0
760,760,28,1,4,0,0,3,3,0,3,0.1527777777777778,0
761,761,28,1,4,0,0,3,3,0,3,0.16666666666666666,0
762,762,28,2,3,0,0,3,3,0,3,0.16666666666666666,0
763,763,28,2,3,0,1,3,3,0,3,0.16666666666666666,1
764,764,28,2,3,0,1,3,3,0,3,0.1527777777777778,1
765,765,28,1,4,0,1,3,3,0,3,0.1111111111111111,1
766,766,28,2,3,0,0,3,3,0,3,0.10416666666666667,0
767,767,28,2,3,0,0,3,3,0,3,0.1111111111111111,0
768,768,28,2,3,0,0,3,2,1,3,0.13194444444444445,0
769,769,28,2,3,0,0,3,2,1,3,0.1111111111111111,0
770,770,28,2,3,0,0,3,3,0,3,0.1111111111111111,0
771,771,28,2,3,0,0,3,3,0,3,0.13194444444444445,0
772,772,28,2,3,0,0,3,3,0,3,0.16666666666666666,0
773,773,28,2,3,0,1,3,3,0,3,0.125,1
774,774,28,3,2,0,2,3,3,0,3,0.125,2
775,775,28,2,3,0,2,3,3,0,3,0.14583333333333334,2
776,776,28,2,3,0,1,3,3,0,3,0.14583333333333334,1
777,777,28,1,4,0,1,3,3,0,3,0.10416666666666667,1
778,778,28,1,4,0,0,3,3,0,3,0.1388888888888889,0
779,779,28,1,4,0,0,3,3,0,3,0.1527777777777778,0
780,780,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
781,781,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
782,782,28,2,3,0,0,3,3,0,3,0.1527777777777778,0
783,783,28,2,3,0,1,3,3,0,3,0.14583333333333334,1
784,784,28,2,3,0,1,3,3,0,3,0.16666666666666666,1
785,785,28,1,4,0,1,3,3,0,3,0.14583333333333334,1
786,786,28,1,4,0,0,3,3,0,3,0.16666666666666666,0
787,787,28,1,4,0,0,3,3,0,3,0.1388888888888889,0
788,788,28,1,4,0,0,3,3,0,3,0.1527777777777778,0
789,789,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
790,790,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
791,791,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
792,792,28,1,4,0,0,3,3,0,3,0.125,0
793,793,28,1,4,0,0,3,3,0,3,0.1388888888888889,0
794,794,28,1,4,0,0,3,3,0,3,0.10416666666666667,0
795,795,28,2,3,0,0,3,3,0,3,0.13194444444444445,0
796,796,28,2,3,0,0,3,3,0,3,0.11805555555555555,0
797,797,28,2,3,0,0,3,3,0,3,0.10416666666666667,0
798,798,28,2,3,0,0,3,3,0,3,0.1527777777777778,0
799,799,28,2,3,0,0,3,3,0,3,0.14583333333333334,0
800,800,28,2,3,0,0,3,3,0,3,0.125,0
801,801,28,2,3,0,0,3,3,0,3,0.09722222222222222,0
802,802,28,2,3,0,0,3,3,0,3,0.16666666666666666,0
803,803,28,2,3,0,0,3,3,0,3,0.1527777777777778,0
804,804,28,2,3,0,0,3,3,0,3,0.1527777777777778,0
805,805,28,2,3,0,0,3,3,0,3,0.14583333333333334,0
806,806,28,2,3,0,0,3,3,0,3,0.14583333333333334,0
807,807,28,2,3,0,0,3,3,0,3,0.14583333333333334,0
808,808,28,3,2,0,0,3,3,0,3,0.1527777777777778,0
809,809,28,3,2,0,1,3,3,0,3,0.1875,1
810,810,28,3,2,0,1,3,3,0,3,0.1875,1
811,811,28,2,3,0,2,3,3,0,3,0.16666666666666666,2
812,812,28,2,3,0,1,3,3,0,3,0.14583333333333334,1
813,813,28,2,3,0,1,3,3,0,3,0.125,1
814,814,28,2,3,0,1,3,2,1,3,0.1527777777777778,1
815,815,28,1,4,0,1,3,2,1,3,0.125,1
816,816,28,1,4,0,0,3,3,0,3,0.16666666666666666,0
817,817,28,1,4,0,0,3,3,0,3,0.16666666666666666,0
818,818,28,1,4,0,0,3,3,0,3,0.16666666666666666,0
819,819,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
820,820,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
821,821,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
822,822,28,1,4,0,0,3,3,0,3,0.125,0
823,823,28,1,4,0,0,3,3,0,3,0.125,0
824,824,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
825,825,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
826,826,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
827,827,28,1,4,0,0,3,3,0,3,0.13194444444444445,0
828,828,28,1,4,0,0,3,3,0,3,0.09722222222222222,0
829,829,28,1,4,0,0,3,3,0,3,0.11805555555555555,0
830,830,28,3,2,0,0,3,3,0,3,0.14583333333333334,0
831,831,28,3,2,0,0,3,3,0,3,0.14583333333333334,0
832,832,28,3,2,0,0,3,3,0,3,0.14583333333333334,0
833,833,28,3,2,0,0,3,3,0,3,0.14583333333333334,0
834,834,28,4,1,0,0,3,3,0,3,0.1388888888888889,0
835,835,28,4,1,0,2,3,3,0,3,0.16666666666666666,2
836,836,28,3,2,0,3,3,3,0,3,0.13194444444444445,3
837,837,28,2,3,0,1,3,3,0,3,0.14583333333333334,1
838,838,28,2,3,0,1,3,3,0,3,0.10416666666666667,1
839,839,28,1,4,0,1,3,3,0,3,0.1388888888888889,1
840,840,28,1,4,0,0,3,3,0,3,0.13194444444444445,0
841,841,28,1,4,0,0,3,3,0,3,0.1388888888888889,0
842,842,28,1,4,0,0,3,3,0,3,0.10416666666666667,0
843,843,28,1,4,0,0,3,3,0,3,0.10416666666666667,0
844,844,28,1,4,0,0,3,3,0,3,0.10416666666666667,0
845,845,28,1,4,0,0,3,3,0,3,0.10416666666666667,0
846,846,28,1,4,0,0,3,3,0,3,0.08333333333333333,0
847,847,28,1,4,0,0,3,3,0,3,0.10416666666666667,0
848,848,28,1,4,0,0,3,3,0,3,0.13194444444444445,0
849,849,28,1,4,0,0,3,3,0,3,0.14583333333333334,0
850,850,28,1,4,0,0,3,3,0,3,0.13194444444444445,0
851,851,28,1,4,0,0,3,3,0,3,0.125,0
852,852,28,0,4,0,0,3,2,1,3,0.14583333333333334,0
853,853,28,0,4,0,0,3,2,1,3,0.125,0
854,854,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
855,855,28,0,4,0,0,3,3,0,3,0.125,0
856,856,28,0,4,0,0,3,3,0,3,0.10416666666666667,0
857,857,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
858,858,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
859,859,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
860,860,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
