,Step,PalmasTotales,PalmasInfectadas,PalmasSanas,PalmasQuemadas,PalmasDetectadas,DronesTotales,DronesActivos,DronesCargando,EstacionesCarga,Cobertura,ObjetivosCompartidos
102,102,28,14,12,0,2,3,3,0,3,0.125,2
103,103,28,14,12,0,2,3,3,0,3,0.10416666666666667,2
104,104,28,16,10,0,2,3,3,0,3,0.1388888888888889,2
105,105,28,17,9,0,2,3,3,0,3,0.10416666666666667,2
106,106,28,18,8,0,2,3,3,0,3,0.14583333333333334,2
107,107,28,18,8,0,4,3,3,0,3,0.1388888888888889,4
108,108,28,18,8,0,4,3,3,0,3,0.1527777777777778,4
109,109,28,17,9,0,4,3,3,0,3,0.1527777777777778,4
110,110,28,18,8,0,3,3,3,0,3,0.1527777777777778,3
111,111,28,18,8,0,3,3,3,0,3,0.14583333333333334,3
112,112,28,17,9,0,3,3,3,0,3,0.14583333333333334,3
113,113,28,17,9,0,2,3,3,0,3,0.1597222222222222,2
114,114,28,18,8,0,2,3,3,0,3,0.14583333333333334,2
115,115,28,19,7,0,3,3,3,0,3,0.125,3
116,116,28,19,7,0,3,3,3,0,3,0.10416666666666667,3
117,117,28,18,8,0,2,3,3,0,3,0.10416666666666667,2
118,118,28,19,7,0,3,3,3,0,3,0.125,3
119,119,28,18,8,0,3,3,3,0,3,0.125,3
120,120,28,17,9,0,1,3,3,0,3,0.1388888888888889,1
121,121,28,18,8,0,1,3,3,0,3,0.14583333333333334,1
122,122,28,18,8,0,1,3,3,0,3,0.14583333333333334,1
123,123,28,18,8,0,1,3,3,0,3,0.14583333333333334,1
124,124,28,18,8,0,3,3,3,0,3,0.13194444444444445,3
125,125,28,18,8,0,3,3,3,0,3,0.125,3
126,126,28,18,8,0,3,3,3,0,3,0.1111111111111111,3
127,127,28,16,10,0,2,3,3,0,3,0.1111111111111111,2
128,128,28,16,10,0,1,3,3,0,3,0.1111111111111111,1
129,129,28,17,9,0,1,3,3,0,3,0.10416666666666667,1
130,130,28,16,9,0,1,3,3,0,3,0.1111111111111111,1
131,131,28,15,9,0,1,3,3,0,3,0.10416666666666667,1
132,132,28,13,10,0,1,3,3,0,3,0.1111111111111111,1
133,133,28,14,9,0,0,3,3,0,3,0.13194444444444445,0
134,134,28,14,9,0,1,3,3,0,3,0.1527777777777778,1
135,135,28,14,8,0,3,3,3,0,3,0.14583333333333334,3
136,136,28,14,8,0,3,3,3,0,3,0.14583333333333334,3
137,137,28,13,8,0,3,3,3,0,3,0.125,3
138,138,28,11,10,0,3,3,3,0,3,0.125,3
139,139,28,12,9,0,1,3,3,0,3,0.10416666666666667,1
140,140,28,12,9,0,1,3,3,0,3,0.09722222222222222,1
141,141,28,11,10,0,0,3,3,0,3,0.0763888888888889,0
142,142,28,11,10,0,0,3,3,0,3,0.08333333333333333,0
143,143,28,11,9,0,0,3,3,0,3,0.09722222222222222,0
144,144,28,11,9,0,0,3,3,0,3,0.10416666666666667,0
145,145,28,11,8,0,0,3,3,0,3,0.10416666666666667,0
146,146,28,10,8,0,1,3,3,0,3,0.10416666666666667,1
147,147,28,11,7,0,1,3,3,0,3,0.125,1
148,148,28,11,7,0,2,3,3,0,3,0.1111111111111111,2
149,149,28,9,9,0,2,3,3,0,3,0.1111111111111111,2
150,150,28,10,8,0,2,3,3,0,3,0.13194444444444445,2
151,151,28,9,9,0,2,3,3,0,3,0.11805555555555555,2
152,152,28,9,9,0,1,3,3,0,3,0.13194444444444445,1
153,153,28,8,9,0,2,3,3,0,3,0.13194444444444445,2
154,154,28,8,9,0,2,3,3,0,3,0.13194444444444445,2
155,155,28,7,10,0,2,3,3,0,3,0.13194444444444445,2
156,156,28,7,10,0,1,3,3,0,3,0.125,1
157,157,28,7,10,0,1,3,3,0,3,0.11805555555555555,1
158,158,28,6,11,0,1,3,3,0,3,0.11805555555555555,1
159,159,28,6,11,0,0,3,3,0,3,0.1388888888888889,0
160,160,28,5,11,0,0,3,3,0,3,0.11805555555555555,0
161,161,28,5,11,0,0,3,3,0,3,0.09722222222222222,0
162,162,28,5,11,0,0,3,3,0,3,0.10416666666666667,0
163,163,28,5,11,0,0,3,3,0,3,0.1111111111111111,0
164,164,28,5,11,0,0,3,3,0,3,0.11805555555555555,0
165,165,28,5,11,0,0,3,3,0,3,0.125,0
166,166,28,5,11,0,0,3,3,0,3,0.1388888888888889,0
167,167,28,5,11,0,0,3,3,0,3,0.1527777777777778,0
168,168,28,5,11,0,1,3,3,0,3,0.1736111111111111,1
169,169,28,5,11,0,1,3,3,0,3,0.14583333333333334,1
170,170,28,6,10,0,1,3,3,0,3,0.1597222222222222,1
171,171,28,7,9,0,1,3,3,0,3,0.125,1
172,172,28,8,8,0,1,3,3,0,3,0.125,1
173,173,28,7,8,0,1,3,3,0,3,0.1388888888888889,1
174,174,28,7,8,0,1,3,3,0,3,0.125,1
175,175,28,7,8,0,1,3,3,0,3,0.13194444444444445,1
176,176,28,7,8,0,1,3,3,0,3,0.125,1
177,177,28,7,8,0,1,3,3,0,3,0.11805555555555555,1
178,178,28,7,8,0,1,3,3,0,3,0.1597222222222222,1
179,179,28,7,8,0,1,3,3,0,3,0.14583333333333334,1
180,180,28,7,8,0,1,3,3,0,3,0.1736111111111111,1
181,181,28,6,8,0,1,3,3,0,3,0.14583333333333334,1
182,182,28,6,8,0,1,3,3,0,3,0.1527777777777778,1
183,183,28,6,8,0,1,3,3,0,3,0.1388888888888889,1
184,184,28,6,8,0,1,3,2,1,3,0.16666666666666666,1
185,185,28,7,7,0,1,3,3,0,3,0.16666666666666666,1
186,186,28,7,7,0,1,3,3,0,3,0.1597222222222222,1
187,187,28,7,7,0,1,3,3,0,3,0.1597222222222222,1
188,188,28,7,7,0,1,3,3,0,3,0.16666666666666666,1
189,189,28,6,8,0,1,3,3,0,3,0.16666666666666666,1
190,190,28,6,8,0,0,3,2,1,3,0.1388888888888889,0
191,191,28,6,8,0,0,3,3,0,3,0.1527777777777778,0
192,192,28,6,8,0,0,3,3,0,3,0.1875,0
193,193,28,6,8,0,0,3,3,0,3,0.1875,0
194,194,28,6,8,0,0,3,3,0,3,0.1875,0
195,195,28,6,8,0,1,3,3,0,3,0.1875,1
196,196,28,6,8,0,1,3,3,0,3,0.1736111111111111,1
197,197,28,5,9,0,1,3,3,0,3,0.1597222222222222,1
198,198,28,6,8,0,0,3,3,0,3,0.13194444444444445,0
199,199,28,6,7,0,0,3,3,0,3,0.11805555555555555,0
200,200,28,5,7,0,0,3,3,0,3,0.13194444444444445,0
201,201,28,5,7,0,0,3,3,0,3,0.14583333333333334,0
202,202,28,6,6,0,0,3,3,0,3,0.1111111111111111,0
203,203,28,6,6,0,0,3,3,0,3,0.13194444444444445,0
204,204,28,6,6,0,0,3,3,0,3,0.14583333333333334,0
205,205,28,6,6,0,0,3,3,0,3,0.13194444444444445,0
206,206,28,6,6,0,0,3,3,0,3,0.13194444444444445,0
207,207,28,6,6,0,0,3,3,0,3,0.11805555555555555,0
208,208,28,6,6,0,0,3,3,0,3,0.13194444444444445,0
209,209,28,6,6,0,0,3,3,0,3,0.14583333333333334,0
210,210,28,6,6,0,1,3,3,0,3,0.14583333333333334,1
211,211,28,6,6,0,1,3,3,0,3,0.14583333333333334,1
212,212,28,5,7,0,1,3,3,0,3,0.14583333333333334,1
213,213,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
214,214,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
215,215,28,5,7,0,0,3,3,0,3,0.1597222222222222,0
216,216,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
217,217,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
218,218,28,5,7,0,0,3,3,0,3,0.14583333333333334,0
219,219,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
220,220,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
221,221,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
222,222,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
223,223,28,5,7,0,0,3,3,0,3,0.16666666666666666,0
224,224,28,5,7,0,0,3,3,0,3,0.1527777777777778,0
225,225,28,5,7,0,0,3,3,0,3,0.1527777777777778,0
226,226,28,5,7,0,0,3,3,0,3,0.1527777777777778,0
227,227,28,5,7,0,0,3,3,0,3,0.13194444444444445,0
228,228,28,5,7,0,0,3,3,0,3,0.13194444444444445,0
229,229,28,5,7,0,0,3,3,0,3,0.1111111111111111,0
230,230,28,5,7,0,0,3,3,0,3,0.09722222222222222,0
231,231,28,5,7,0,0,3,3,0,3,0.10416666666666667,0
232,232,28,5,7,0,0,3,3,0,3,0.09027777777777778,0
233,233,28,5,7,0,0,3,3,0,3,0.13194444444444445,0
234,234,28,5,7,0,0,3,3,0,3,0.125,0
235,235,28,5,7,0,0,3,3,0,3,0.125,0
236,236,28,5,7,0,0,3,3,0,3,0.13194444444444445,0
237,237,28,5,7,0,0,3,3,0,3,0.1527777777777778,0
238,238,28,5,7,0,0,3,3,0,3,0.13194444444444445,0
239,239,28,6,6,0,0,3,3,0,3,0.13194444444444445,0
240,240,28,6,6,0,0,3,2,1,3,0.1527777777777778,0
241,241,28,6,6,0,0,3,2,1,3,0.1527777777777778,0
242,242,28,6,6,0,0,3,3,0,3,0.125,0
243,243,28,6,6,0,0,3,3,0,3,0.14583333333333334,0
244,244,28,7,5,0,0,3,3,0,3,0.14583333333333334,0
245,245,28,7,5,0,0,3,3,0,3,0.1388888888888889,0
246,246,28,7,5,0,0,3,3,0,3,0.11805555555555555,0
247,247,28,7,5,0,0,3,3,0,3,0.10416666666666667,0
248,248,28,7,5,0,0,3,3,0,3,0.10416666666666667,0
249,249,28,7,5,0,0,3,3,0,3,0.125,0
250,250,28,7,5,0,0,3,3,0,3,0.16666666666666666,0
251,251,28,7,5,0,0,3,3,0,3,0.16666666666666666,0
252,252,28,7,5,0,0,3,3,0,3,0.16666666666666666,0
253,253,28,7,5,0,0,3,3,0,3,0.14583333333333334,0
254,254,28,7,5,0,0,3,3,0,3,0.125,0
255,255,28,7,5,0,0,3,3,0,3,0.1388888888888889,0
256,256,28,7,5,0,0,3,3,0,3,0.1597222222222222,0
257,257,28,7,5,0,1,3,3,0,3,0.18055555555555555,1
258,258,28,7,5,0,2,3,3,0,3,0.18055555555555555,2
259,259,28,7,5,0,2,3,3,0,3,0.1597222222222222,2
260,260,28,7,5,0,3,3,3,0,3,0.1388888888888889,3
261,261,28,7,5,0,3,3,3,0,3,0.11805555555555555,3
262,262,28,6,6,0,2,3,3,0,3,0.11805555555555555,2
263,263,28,5,6,0,3,3,3,0,3,0.125,3
264,264,28,5,6,0,4,3,3,0,3,0.10416666666666667,4
265,265,28,5,6,0,4,3,3,0,3,0.125,4
266,266,28,5,6,0,4,3,3,0,3,0.125,4
267,267,28,4,6,0,3,3,3,0,3,0.125,3
268,268,28,4,6,0,3,3,3,0,3,0.125,3
269,269,28,4,6,0,3,3,3,0,3,0.10416666666666667,3
270,270,28,4,6,0,3,3,3,0,3,0.13194444444444445,3
271,271,28,3,6,0,4,3,3,0,3,0.11805555555555555,4
272,272,28,3,6,0,3,3,3,0,3,0.10416666666666667,3
273,273,28,3,6,0,3,3,3,0,3,0.10416666666666667,3
274,274,28,3,6,0,3,3,3,0,3,0.10416666666666667,3
275,275,28,4,5,0,3,3,3,0,3,0.125,3
276,276,28,4,5,0,3,3,3,0,3,0.11805555555555555,3
277,277,28,5,4,0,3,3,3,0,3,0.10416666666666667,3
278,278,28,3,6,0,2,3,3,0,3,0.10416666666666667,2
279,279,28,3,6,0,1,3,2,1,3,0.10416666666666667,1
280,280,28,3,6,0,1,3,3,0,3,0.08333333333333333,1
281,281,28,3,6,0,1,3,3,0,3,0.11805555555555555,1
282,282,28,3,6,0,1,3,3,0,3,0.125,1
283,283,28,3,6,0,2,3,3,0,3,0.125,2
284,284,28,3,6,0,2,3,3,0,3,0.1388888888888889,2
285,285,28,3,6,0,2,3,3,0,3,0.125,2
286,286,28,2,7,0,1,3,3,0,3,0.125,1
287,287,28,2,7,0,1,3,3,0,3,0.14583333333333334,1
288,288,28,2,7,0,1,3,3,0,3,0.125,1
289,289,28,2,7,0,2,3,3,0,3,0.125,2
290,290,28,2,7,0,1,3,3,0,3,0.13194444444444445,1
291,291,28,2,7,0,1,3,3,0,3,0.10416666666666667,1
292,292,28,2,7,0,1,3,3,0,3,0.125,1
293,293,28,2,7,0,2,3,3,0,3,0.16666666666666666,2
294,294,28,2,7,0,1,3,3,0,3,0.125,1
295,295,28,2,7,0,1,3,3,0,3,0.1597222222222222,1
296,296,28,2,7,0,1,3,2,1,3,0.14583333333333334,1
297,297,28,2,7,0,1,3,2,1,3,0.14583333333333334,1
298,298,28,1,8,0,1,3,3,0,3,0.125,1
299,299,28,1,8,0,0,3,3,0,3,0.16666666666666666,0
300,300,28,2,7,0,0,3,3,0,3,0.1875,0
301,301,28,2,7,0,1,3,3,0,3,0.1597222222222222,1
302,302,28,2,7,0,1,3,3,0,3,0.14583333333333334,1
303,303,28,1,8,0,0,3,3,0,3,0.1736111111111111,0
304,304,28,1,8,0,0,3,3,0,3,0.1527777777777778,0
305,305,28,1,8,0,0,3,3,0,3,0.1527777777777778,0
306,306,28,1,8,0,0,3,3,0,3,0.16666666666666666,0
307,307,28,1,8,0,0,3,3,0,3,0.1597222222222222,0
308,308,28,1,8,0,0,3,3,0,3,0.16666666666666666,0
309,309,28,1,8,0,0,3,3,0,3,0.1875,0
310,310,28,1,8,0,0,3,3,0,3,0.1736111111111111,0
311,311,28,1,8,0,0,3,3,0,3,0.16666666666666666,0
312,312,28,1,8,0,0,3,3,0,3,0.1875,0
313,313,28,1,8,0,0,3,3,0,3,0.18055555555555555,0
314,314,28,1,8,0,0,3,3,0,3,0.1736111111111111,0
315,315,28,1,8,0,0,3,3,0,3,0.16666666666666666,0
316,316,28,1,8,0,0,3,3,0,3,0.18055555555555555,0
317,317,28,1,8,0,0,3,3,0,3,0.16666666666666666,0
318,318,28,1,8,0,0,3,3,0,3,0.16666666666666666,0
319,319,28,1,8,0,0,3,3,0,3,0.1875,0
320,320,28,2,7,0,0,3,3,0,3,0.14583333333333334,0
321,321,28,2,7,0,0,3,3,0,3,0.14583333333333334,0
322,322,28,2,7,0,0,3,3,0,3,0.16666666666666666,0
323,323,28,2,7,0,0,3,3,0,3,0.1875,0
324,324,28,2,7,0,0,3,3,0,3,0.16666666666666666,0
325,325,28,2,7,0,1,3,3,0,3,0.1527777777777778,1
326,326,28,2,7,0,1,3,3,0,3,0.125,1
327,327,28,2,7,0,1,3,3,0,3,0.16666666666666666,1
328,328,28,2,7,0,1,3,3,0,3,0.16666666666666666,1
329,329,28,2,7,0,1,3,3,0,3,0.16666666666666666,1
330,330,28,2,7,0,1,3,3,0,3,0.16666666666666666,1
331,331,28,2,7,0,1,3,3,0,3,0.14583333333333334,1
332,332,28,2,7,0,1,3,3,0,3,0.125,1
333,333,28,2,7,0,1,3,3,0,3,0.125,1
334,334,28,2,7,0,1,3,3,0,3,0.08333333333333333,1
335,335,28,3,6,0,1,3,3,0,3,0.1111111111111111,1
336,336,28,3,6,0,1,3,3,0,3,0.08333333333333333,1
337,337,28,3,6,0,1,3,3,0,3,0.09722222222222222,1
338,338,28,2,7,0,1,3,3,0,3,0.08333333333333333,1
339,339,28,2,7,0,0,3,3,0,3,0.10416666666666667,0
340,340,28,2,7,0,0,3,3,0,3,0.125,0
341,341,28,2,7,0,0,3,3,0,3,0.14583333333333334,0
342,342,28,2,7,0,0,3,3,0,3,0.1736111111111111,0
343,343,28,4,5,0,0,3,3,0,3,0.1875,0
344,344,28,4,5,0,1,3,3,0,3,0.16666666666666666,1
345,345,28,4,5,0,1,3,3,0,3,0.1875,1
346,346,28,4,5,0,1,3,3,0,3,0.16666666666666666,1
347,347,28,3,6,0,1,3,3,0,3,0.14583333333333334,1
348,348,28,3,6,0,0,3,3,0,3,0.1597222222222222,0
349,349,28,3,6,0,0,3,3,0,3,0.125,0
350,350,28,3,6,0,0,3,3,0,3,0.1388888888888889,0
351,351,28,3,6,0,0,3,3,0,3,0.13194444444444445,0
352,352,28,3,6,0,0,3,3,0,3,0.11805555555555555,0
353,353,28,3,6,0,0,3,3,0,3,0.125,0
354,354,28,3,6,0,0,3,3,0,3,0.1527777777777778,0
355,355,28,3,6,0,0,3,3,0,3,0.18055555555555555,0
356,356,28,3,6,0,0,3,3,0,3,0.16666666666666666,0
357,357,28,3,6,0,0,3,3,0,3,0.16666666666666666,0
358,358,28,3,6,0,0,3,3,0,3,0.16666666666666666,0
359,359,28,3,6,0,0,3,3,0,3,0.1875,0
360,360,28,3,6,0,0,3,3,0,3,0.1597222222222222,0
361,361,28,4,5,0,0,3,3,0,3,0.14583333333333334,0
362,362,28,4,5,0,0,3,3,0,3,0.16666666666666666,0
363,363,28,5,4,0,0,3,3,0,3,0.14583333333333334,0
364,364,28,5,4,0,0,3,3,0,3,0.14583333333333334,0
365,365,28,5,4,0,0,3,3,0,3,0.16666666666666666,0
366,366,28,5,4,0,0,3,3,0,3,0.16666666666666666,0
367,367,28,5,4,0,0,3,3,0,3,0.16666666666666666,0
368,368,28,5,4,0,1,3,3,0,3,0.1875,1
369,369,28,5,4,0,2,3,3,0,3,0.1875,2
370,370,28,5,4,0,2,3,3,0,3,0.1875,2
371,371,28,5,4,0,2,3,3,0,3,0.16666666666666666,2
372,372,28,6,3,0,2,3,3,0,3,0.16666666666666666,2
373,373,28,6,3,0,2,3,2,1,3,0.16666666666666666,2
374,374,28,6,3,0,2,3,2,1,3,0.16666666666666666,2
375,375,28,5,4,0,2,3,3,0,3,0.14583333333333334,2
376,376,28,5,4,0,1,3,3,0,3,0.14583333333333334,1
377,377,28,5,4,0,1,3,3,0,3,0.14583333333333334,1
378,378,28,5,4,0,1,3,3,0,3,0.125,1
379,379,28,5,4,0,1,3,3,0,3,0.10416666666666667,1
380,380,28,5,4,0,1,3,3,0,3,0.13194444444444445,1
381,381,28,5,4,0,2,3,3,0,3,0.10416666666666667,2
382,382,28,5,4,0,2,3,3,0,3,0.1111111111111111,2
383,383,28,5,4,0,2,3,3,0,3,0.09027777777777778,2
384,384,28,5,4,0,2,3,3,0,3,0.1111111111111111,2
385,385,28,5,4,0,2,3,3,0,3,0.14583333333333334,2
386,386,28,5,4,0,2,3,3,0,3,0.1597222222222222,2
387,387,28,5,4,0,2,3,3,0,3,0.1597222222222222,2
388,388,28,5,4,0,2,3,3,0,3,0.1597222222222222,2
389,389,28,6,3,0,2,3,3,0,3,0.14583333333333334,2
390,390,28,7,2,0,2,3,3,0,3,0.1388888888888889,2
391,391,28,7,2,0,2,3,3,0,3,0.1527777777777778,2
392,392,28,7,2,0,2,3,2,1,3,0.16666666666666666,2
393,393,28,7,2,0,2,3,2,1,3,0.16666666666666666,2
394,394,28,7,2,0,2,3,3,0,3,0.14583333333333334,2
395,395,28,7,2,0,2,3,3,0,3,0.14583333333333334,2
396,396,28,7,2,0,2,3,3,0,3,0.1527777777777778,2
397,397,28,7,2,0,2,3,3,0,3,0.16666666666666666,2
398,398,28,7,2,0,2,3,2,1,3,0.16666666666666666,2
399,399,28,7,2,0,2,3,2,1,3,0.14583333333333334,2
400,400,28,7,2,0,2,3,3,0,3,0.125,2
401,401,28,7,2,0,2,3,3,0,3,0.1736111111111111,2
402,402,28,7,2,0,2,3,3,0,3,0.14583333333333334,2
403,403,28,7,2,0,2,3,3,0,3,0.1597222222222222,2
404,404,28,7,2,0,2,3,3,0,3,0.14583333333333334,2
405,405,28,7,2,0,1,3,3,0,3,0.1527777777777778,1
406,406,28,7,2,0,1,3,3,0,3,0.1527777777777778,1
407,407,28,7,2,0,1,3,3,0,3,0.1388888888888889,1
408,408,28,7,2,0,1,3,3,0,3,0.09722222222222222,1
409,409,28,7,2,0,2,3,3,0,3,0.13194444444444445,2
410,410,28,7,2,0,2,3,3,0,3,0.09722222222222222,2
411,411,28,7,2,0,2,3,3,0,3,0.13194444444444445,2
412,412,28,7,2,0,2,3,3,0,3,0.09722222222222222,2
413,413,28,7,2,0,2,3,3,0,3,0.13194444444444445,2
414,414,28,7,2,0,2,3,3,0,3,0.09722222222222222,2
415,415,28,6,3,0,1,3,3,0,3,0.13194444444444445,1
416,416,28,6,3,0,1,3,3,0,3,0.14583333333333334,1
417,417,28,6,3,0,1,3,3,0,3,0.125,1
418,418,28,6,3,0,1,3,3,0,3,0.125,1
419,419,28,6,3,0,1,3,3,0,3,0.1388888888888889,1
420,420,28,6,3,0,1,3,3,0,3,0.16666666666666666,1
421,421,28,6,3,0,1,3,3,0,3,0.1388888888888889,1
422,422,28,5,4,0,1,3,3,0,3,0.125,1
423,423,28,5,4,0,0,3,3,0,3,0.125,0
424,424,28,5,4,0,0,3,3,0,3,0.14583333333333334,0
425,425,28,5,4,0,0,3,3,0,3,0.1875,0
426,426,28,5,4,0,0,3,3,0,3,0.16666666666666666,0
427,427,28,5,4,0,0,3,3,0,3,0.14583333333333334,0
428,428,28,5,4,0,0,3,3,0,3,0.18055555555555555,0
