Step,AgentID,pos,x,y,agent_type,agent_state,palm_health,drone_battery_level,drone_position_target,drone_on_mission,drone_is_charging,drone_is_curing
12,52,"(4, 3)",4,3,GridCellAgent,,,,,,,
12,53,"(4, 4)",4,4,GridCellAgent,,,,,,,
12,54,"(4, 5)",4,5,GridCellAgent,,,,,,,
12,55,"(4, 6)",4,6,GridCellAgent,,,,,,,
12,56,"(4, 7)",4,7,GridCellAgent,,,,,,,
12,57,"(4, 8)",4,8,GridCellAgent,,,,,,,
12,58,"(4, 9)",4,9,GridCellAgent,,,,,,,
12,59,"(4, 10)",4,10,GridCellAgent,,,,,,,
12,60,"(4, 11)",4,11,GridCellAgent,,,,,,,
12,61,"(5, 0)",5,0,GridCellAgent,,,,,,,
12,62,"(5, 1)",5,1,GridCellAgent,,,,,,,
12,63,"(5, 2)",5,2,GridCellAgent,,,,,,,
12,64,"(5, 3)",5,3,GridCellAgent,,,,,,,
12,65,"(5, 4)",5,4,GridCellAgent,,,,,,,
12,66,"(5, 5)",5,5,GridCellAgent,,,,,,,
12,67,"(5, 6)",5,6,GridCellAgent,,,,,,,
12,68,"(5, 7)",5,7,GridCellAgent,,,,,,,
12,69,"(5, 8)",5,8,GridCellAgent,,,,,,,
12,70,"(5, 9)",5,9,GridCellAgent,,,,,,,
12,71,"(5, 10)",5,10,GridCellAgent,,,,,,,
12,72,"(5, 11)",5,11,GridCellAgent,,,,,,,
12,73,"(6, 0)",6,0,GridCellAgent,,,,,,,
12,74,"(6, 1)",6,1,GridCellAgent,,,,,,,
12,75,"(6, 2)",6,2,GridCellAgent,,,,,,,
12,76,"(6, 3)",6,3,GridCellAgent,,,,,,,
12,77,"(6, 4)",6,4,GridCellAgent,,,,,,,
12,78,"(6, 5)",6,5,GridCellAgent,,,,,,,
12,79,"(6, 6)",6,6,GridCellAgent,,,,,,,
12,80,"(6, 7)",6,7,GridCellAgent,,,,,,,
12,81,"(6, 8)",6,8,GridCellAgent,,,,,,,
12,82,"(6, 9)",6,9,GridCellAgent,,,,,,,
12,83,"(6, 10)",6,10,GridCellAgent,,,,,,,
12,84,"(6, 11)",6,11,GridCellAgent,,,,,,,
12,85,"(7, 0)",7,0,GridCellAgent,,,,,,,
12,86,"(7, 1)",7,1,GridCellAgent,,,,,,,
12,87,"(7, 2)",7,2,GridCellAgent,,,,,,,
12,88,"(7, 3)",7,3,GridCellAgent,,,,,,,
12,89,"(7, 4)",7,4,GridCellAgent,,,,,,,
12,90,"(7, 5)",7,5,GridCellAgent,,,,,,,
12,91,"(7, 6)",7,6,GridCellAgent,,,,,,,
12,92,"(7, 7)",7,7,GridCellAgent,,,,,,,
12,93,"(7, 8)",7,8,GridCellAgent,,,,,,,
12,94,"(7, 9)",7,9,GridCellAgent,,,,,,,
12,95,"(7, 10)",7,10,GridCellAgent,,,,,,,
12,96,"(7, 11)",7,11,GridCellAgent,,,,,,,
12,97,"(8, 0)",8,0,GridCellAgent,,,,,,,
12,98,"(8, 1)",8,1,GridCellAgent,,,,,,,
12,99,"(8, 2)",8,2,GridCellAgent,,,,,,,
12,100,"(8, 3)",8,3,GridCellAgent,,,,,,,
12,101,"(8, 4)",8,4,GridCellAgent,,,,,,,
12,102,"(8, 5)",8,5,GridCellAgent,,,,,,,
12,103,"(8, 6)",8,6,GridCellAgent,,,,,,,
12,104,"(8, 7)",8,7,GridCellAgent,,,,,,,
12,105,"(8, 8)",8,8,GridCellAgent,,,,,,,
12,106,"(8, 9)",8,9,GridCellAgent,,,,,,,
12,107,"(8, 10)",8,10,GridCellAgent,,,,,,,
12,108,"(8, 11)",8,11,GridCellAgent,,,,,,,
12,109,"(9, 0)",9,0,GridCellAgent,,,,,,,
12,110,"(9, 1)",9,1,GridCellAgent,,,,,,,
12,111,"(9, 2)",9,2,GridCellAgent,,,,,,,
12,112,"(9, 3)",9,3,GridCellAgent,,,,,,,
12,113,"(9, 4)",9,4,GridCellAgent,,,,,,,
12,114,"(9, 5)",9,5,GridCellAgent,,,,,,,
12,115,"(9, 6)",9,6,GridCellAgent,,,,,,,
12,116,"(9, 7)",9,7,GridCellAgent,,,,,,,
12,117,"(9, 8)",9,8,GridCellAgent,,,,,,,
12,118,"(9, 9)",9,9,GridCellAgent,,,,,,,
12,119,"(9, 10)",9,10,GridCellAgent,,,,,,,
12,120,"(9, 11)",9,11,GridCellAgent,,,,,,,
12,121,"(10, 0)",10,0,GridCellAgent,,,,,,,
12,122,"(10, 1)",10,1,GridCellAgent,,,,,,,
12,123,"(10, 2)",10,2,GridCellAgent,,,,,,,
12,124,"(10, 3)",10,3,GridCellAgent,,,,,,,
12,125,"(10, 4)",10,4,GridCellAgent,,,,,,,
12,126,"(10, 5)",10,5,GridCellAgent,,,,,,,
12,127,"(10, 6)",10,6,GridCellAgent,,,,,,,
12,128,"(10, 7)",10,7,GridCellAgent,,,,,,,
12,129,"(10, 8)",10,8,GridCellAgent,,,,,,,
12,130,"(10, 9)",10,9,GridCellAgent,,,,,,,
12,131,"(10, 10)",10,10,GridCellAgent,,,,,,,
12,132,"(10, 11)",10,11,GridCellAgent,,,,,,,
12,133,"(11, 0)",11,0,GridCellAgent,,,,,,,
12,134,"(11, 1)",11,1,GridCellAgent,,,,,,,
12,135,"(11, 2)",11,2,GridCellAgent,,,,,,,
12,136,"(11, 3)",11,3,GridCellAgent,,,,,,,
12,137,"(11, 4)",11,4,GridCellAgent,,,,,,,
12,138,"(11, 5)",11,5,GridCellAgent,,,,,,,
12,139,"(11, 6)",11,6,GridCellAgent,,,,,,,
12,140,"(11, 7)",11,7,GridCellAgent,,,,,,,
12,141,"(11, 8)",11,8,GridCellAgent,,,,,,,
12,142,"(11, 9)",11,9,GridCellAgent,,,,,,,
12,143,"(11, 10)",11,10,GridCellAgent,,,,,,,
12,144,"(11, 11)",11,11,GridCellAgent,,,,,,,
12,145,"(0, 9)",0,9,ChargingStationAgent,,,,,,,
12,146,"(1, 7)",1,7,DroneAgent,exploring,,88.0,"(0, 2)",False,False,False
12,147,"(11, 3)",11,3,ChargingStationAgent,,,,,,,
12,148,"(2, 7)",2,7,DroneAgent,exploring,,88.0,"(0, 2)",False,False,False
12,149,"(1, 0)",1,0,ChargingStationAgent,,,,,,,
12,150,"(2, 3)",2,3,DroneAgent,exploring,,95.0,"(0, 2)",False,False,False
12,151,"(0, 2)",0,2,PalmAgent,verde,100.0,,,,,
12,152,"(1, 10)",1,10,PalmAgent,verde,100.0,,,,,
12,153,"(2, 9)",2,9,PalmAgent,verde,100.0,,,,,
12,154,"(3, 0)",3,0,PalmAgent,verde,100.0,,,,,
12,155,"(3, 3)",3,3,PalmAgent,verde,100.0,,,,,
12,156,"(3, 11)",3,11,PalmAgent,verde,100.0,,,,,
12,157,"(4, 3)",4,3,PalmAgent,verde,100.0,,,,,
12,158,"(5, 0)",5,0,PalmAgent,verde,100.0,,,,,
12,159,"(5, 4)",5,4,PalmAgent,verde,100.0,,,,,
12,160,"(6, 8)",6,8,PalmAgent,verde,100.0,,,,,
12,161,"(8, 7)",8,7,PalmAgent,infectada,90.6425099338824,,,,,
12,162,"(8, 10)",8,10,PalmAgent,infectada,96.50853735189192,,,,,
12,163,"(10, 2)",10,2,PalmAgent,verde,100.0,,,,,
12,164,"(11, 7)",11,7,PalmAgent,verde,100.0,,,,,
13,1,"(0, 0)",0,0,GridCellAgent,,,,,,,
13,2,"(0, 1)",0,1,GridCellAgent,,,,,,,
13,3,"(0, 2)",0,2,GridCellAgent,,,,,,,
13,4,"(0, 3)",0,3,GridCellAgent,,,,,,,
13,5,"(0, 4)",0,4,GridCellAgent,,,,,,,
13,6,"(0, 5)",0,5,GridCellAgent,,,,,,,
13,7,"(0, 6)",0,6,GridCellAgent,,,,,,,
13,8,"(0, 7)",0,7,GridCellAgent,,,,,,,
13,9,"(0, 8)",0,8,GridCellAgent,,,,,,,
13,10,"(0, 9)",0,9,GridCellAgent,,,,,,,
13,11,"(0, 10)",0,10,GridCellAgent,,,,,,,
13,12,"(0, 11)",0,11,GridCellAgent,,,,,,,
13,13,"(1, 0)",1,0,GridCellAgent,,,,,,,
13,14,"(1, 1)",1,1,GridCellAgent,,,,,,,
13,15,"(1, 2)",1,2,GridCellAgent,,,,,,,
13,16,"(1, 3)",1,3,GridCellAgent,,,,,,,
13,17,"(1, 4)",1,4,GridCellAgent,,,,,,,
13,18,"(1, 5)",1,5,GridCellAgent,,,,,,,
13,19,"(1, 6)",1,6,GridCellAgent,,,,,,,
13,20,"(1, 7)",1,7,GridCellAgent,,,,,,,
13,21,"(1, 8)",1,8,GridCellAgent,,,,,,,
13,22,"(1, 9)",1,9,GridCellAgent,,,,,,,
13,23,"(1, 10)",1,10,GridCellAgent,,,,,,,
13,24,"(1, 11)",1,11,GridCellAgent,,,,,,,
13,25,"(2, 0)",2,0,GridCellAgent,,,,,,,
13,26,"(2, 1)",2,1,GridCellAgent,,,,,,,
13,27,"(2, 2)",2,2,GridCellAgent,,,,,,,
13,28,"(2, 3)",2,3,GridCellAgent,,,,,,,
13,29,"(2, 4)",2,4,GridCellAgent,,,,,,,
13,30,"(2, 5)",2,5,GridCellAgent,,,,,,,
13,31,"(2, 6)",2,6,GridCellAgent,,,,,,,
13,32,"(2, 7)",2,7,GridCellAgent,,,,,,,
13,33,"(2, 8)",2,8,GridCellAgent,,,,,,,
13,34,"(2, 9)",2,9,GridCellAgent,,,,,,,
13,35,"(2, 10)",2,10,GridCellAgent,,,,,,,
13,36,"(2, 11)",2,11,GridCellAgent,,,,,,,
13,37,"(3, 0)",3,0,GridCellAgent,,,,,,,
13,38,"(3, 1)",3,1,GridCellAgent,,,,,,,
13,39,"(3, 2)",3,2,GridCellAgent,,,,,,,
13,40,"(3, 3)",3,3,GridCellAgent,,,,,,,
13,41,"(3, 4)",3,4,GridCellAgent,,,,,,,
13,42,"(3, 5)",3,5,GridCellAgent,,,,,,,
13,43,"(3, 6)",3,6,GridCellAgent,,,,,,,
13,44,"(3, 7)",3,7,GridCellAgent,,,,,,,
13,45,"(3, 8)",3,8,GridCellAgent,,,,,,,
13,46,"(3, 9)",3,9,GridCellAgent,,,,,,,
13,47,"(3, 10)",3,10,GridCellAgent,,,,,,,
13,48,"(3, 11)",3,11,GridCellAgent,,,,,,,
13,49,"(4, 0)",4,0,GridCellAgent,,,,,,,
13,50,"(4, 1)",4,1,GridCellAgent,,,,,,,
13,51,"(4, 2)",4,2,GridCellAgent,,,,,,,
13,52,"(4, 3)",4,3,GridCellAgent,,,,,,,
13,53,"(4, 4)",4,4,GridCellAgent,,,,,,,
13,54,"(4, 5)",4,5,GridCellAgent,,,,,,,
13,55,"(4, 6)",4,6,GridCellAgent,,,,,,,
13,56,"(4, 7)",4,7,GridCellAgent,,,,,,,
13,57,"(4, 8)",4,8,GridCellAgent,,,,,,,
13,58,"(4, 9)",4,9,GridCellAgent,,,,,,,
13,59,"(4, 10)",4,10,GridCellAgent,,,,,,,
13,60,"(4, 11)",4,11,GridCellAgent,,,,,,,
13,61,"(5, 0)",5,0,GridCellAgent,,,,,,,
13,62,"(5, 1)",5,1,GridCellAgent,,,,,,,
13,63,"(5, 2)",5,2,GridCellAgent,,,,,,,
13,64,"(5, 3)",5,3,GridCellAgent,,,,,,,
13,65,"(5, 4)",5,4,GridCellAgent,,,,,,,
13,66,"(5, 5)",5,5,GridCellAgent,,,,,,,
13,67,"(5, 6)",5,6,GridCellAgent,,,,,,,
13,68,"(5, 7)",5,7,GridCellAgent,,,,,,,
13,69,"(5, 8)",5,8,GridCellAgent,,,,,,,
13,70,"(5, 9)",5,9,GridCellAgent,,,,,,,
13,71,"(5, 10)",5,10,GridCellAgent,,,,,,,
13,72,"(5, 11)",5,11,GridCellAgent,,,,,,,
13,73,"(6, 0)",6,0,GridCellAgent,,,,,,,
13,74,"(6, 1)",6,1,GridCellAgent,,,,,,,
13,75,"(6, 2)",6,2,GridCellAgent,,,,,,,
13,76,"(6, 3)",6,3,GridCellAgent,,,,,,,
13,77,"(6, 4)",6,4,GridCellAgent,,,,,,,
13,78,"(6, 5)",6,5,GridCellAgent,,,,,,,
13,79,"(6, 6)",6,6,GridCellAgent,,,,,,,
13,80,"(6, 7)",6,7,GridCellAgent,,,,,,,
13,81,"(6, 8)",6,8,GridCellAgent,,,,,,,
13,82,"(6, 9)",6,9,GridCellAgent,,,,,,,
13,83,"(6, 10)",6,10,GridCellAgent,,,,,,,
13,84,"(6, 11)",6,11,GridCellAgent,,,,,,,
13,85,"(7, 0)",7,0,GridCellAgent,,,,,,,
13,86,"(7, 1)",7,1,GridCellAgent,,,,,,,
13,87,"(7, 2)",7,2,GridCellAgent,,,,,,,
13,88,"(7, 3)",7,3,GridCellAgent,,,,,,,
13,89,"(7, 4)",7,4,GridCellAgent,,,,,,,
13,90,"(7, 5)",7,5,GridCellAgent,,,,,,,
13,91,"(7, 6)",7,6,GridCellAgent,,,,,,,
13,92,"(7, 7)",7,7,GridCellAgent,,,,,,,
13,93,"(7, 8)",7,8,GridCellAgent,,,,,,,
13,94,"(7, 9)",7,9,GridCellAgent,,,,,,,
13,95,"(7, 10)",7,10,GridCellAgent,,,,,,,
13,96,"(7, 11)",7,11,GridCellAgent,,,,,,,
13,97,"(8, 0)",8,0,GridCellAgent,,,,,,,
13,98,"(8, 1)",8,1,GridCellAgent,,,,,,,
13,99,"(8, 2)",8,2,GridCellAgent,,,,,,,
13,100,"(8, 3)",8,3,GridCellAgent,,,,,,,
13,101,"(8, 4)",8,4,GridCellAgent,,,,,,,
13,102,"(8, 5)",8,5,GridCellAgent,,,,,,,
13,103,"(8, 6)",8,6,GridCellAgent,,,,,,,
13,104,"(8, 7)",8,7,GridCellAgent,,,,,,,
13,105,"(8, 8)",8,8,GridCellAgent,,,,,,,
13,106,"(8, 9)",8,9,GridCellAgent,,,,,,,
13,107,"(8, 10)",8,10,GridCellAgent,,,,,,,
13,108,"(8, 11)",8,11,GridCellAgent,,,,,,,
13,109,"(9, 0)",9,0,GridCellAgent,,,,,,,
13,110,"(9, 1)",9,1,GridCellAgent,,,,,,,
13,111,"(9, 2)",9,2,GridCellAgent,,,,,,,
13,112,"(9, 3)",9,3,GridCellAgent,,,,,,,
13,113,"(9, 4)",9,4,GridCellAgent,,,,,,,
13,114,"(9, 5)",9,5,GridCellAgent,,,,,,,
13,115,"(9, 6)",9,6,GridCellAgent,,,,,,,
13,116,"(9, 7)",9,7,GridCellAgent,,,,,,,
13,117,"(9, 8)",9,8,GridCellAgent,,,,,,,
13,118,"(9, 9)",9,9,GridCellAgent,,,,,,,
13,119,"(9, 10)",9,10,GridCellAgent,,,,,,,
13,120,"(9, 11)",9,11,GridCellAgent,,,,,,,
13,121,"(10, 0)",10,0,GridCellAgent,,,,,,,
13,122,"(10, 1)",10,1,GridCellAgent,,,,,,,
13,123,"(10, 2)",10,2,GridCellAgent,,,,,,,
13,124,"(10, 3)",10,3,GridCellAgent,,,,,,,
13,125,"(10, 4)",10,4,GridCellAgent,,,,,,,
13,126,"(10, 5)",10,5,GridCellAgent,,,,,,,
13,127,"(10, 6)",10,6,GridCellAgent,,,,,,,
13,128,"(10, 7)",10,7,GridCellAgent,,,,,,,
13,129,"(10, 8)",10,8,GridCellAgent,,,,,,,
13,130,"(10, 9)",10,9,GridCellAgent,,,,,,,
13,131,"(10, 10)",10,10,GridCellAgent,,,,,,,
13,132,"(10, 11)",10,11,GridCellAgent,,,,,,,
13,133,"(11, 0)",11,0,GridCellAgent,,,,,,,
13,134,"(11, 1)",11,1,GridCellAgent,,,,,,,
13,135,"(11, 2)",11,2,GridCellAgent,,,,,,,
13,136,"(11, 3)",11,3,GridCellAgent,,,,,,,
13,137,"(11, 4)",11,4,GridCellAgent,,,,,,,
13,138,"(11, 5)",11,5,GridCellAgent,,,,,,,
13,139,"(11, 6)",11,6,GridCellAgent,,,,,,,
13,140,"(11, 7)",11,7,GridCellAgent,,,,,,,
13,141,"(11, 8)",11,8,GridCellAgent,,,,,,,
13,142,"(11, 9)",11,9,GridCellAgent,,,,,,,
13,143,"(11, 10)",11,10,GridCellAgent,,,,,,,
13,144,"(11, 11)",11,11,GridCellAgent,,,,,,,
13,145,"(0, 9)",0,9,ChargingStationAgent,,,,,,,
13,146,"(0, 7)",0,7,DroneAgent,exploring,,87.0,"(0, 2)",False,False,False
13,147,"(11, 3)",11,3,ChargingStationAgent,,,,,,,
13,148,"(2, 8)",2,8,DroneAgent,exploring,,87.0,"(0, 2)",False,False,False
13,149,"(1, 0)",1,0,ChargingStationAgent,,,,,,,
13,150,"(2, 2)",2,2,DroneAgent,exploring,,94.0,"(0, 2)",False,False,False
13,151,"(0, 2)",0,2,PalmAgent,verde,100.0,,,,,
13,152,"(1, 10)",1,10,PalmAgent,verde,100.0,,,,,
13,153,"(2, 9)",2,9,PalmAgent,verde,100.0,,,,,
13,154,"(3, 0)",3,0,PalmAgent,verde,100.0,,,,,
13,155,"(3, 3)",3,3,PalmAgent,verde,100.0,,,,,
13,156,"(3, 11)",3,11,PalmAgent,verde,100.0,,,,,
13,157,"(4, 3)",4,3,PalmAgent,verde,100.0,,,,,
13,158,"(5, 0)",5,0,PalmAgent,verde,100.0,,,,,
13,159,"(5, 4)",5,4,PalmAgent,verde,100.0,,,,,
13,160,"(6, 8)",6,8,PalmAgent,verde,100.0,,,,,
13,161,"(8, 7)",8,7,PalmAgent,infectada,89.76040096445097,,,,,
13,162,"(8, 10)",8,10,PalmAgent,infectada,95.65012953379038,,,,,
13,163,"(10, 2)",10,2,PalmAgent,verde,100.0,,,,,
13,164,"(11, 7)",11,7,PalmAgent,verde,100.0,,,,,
14,1,"(0, 0)",0,0,GridCellAgent,,,,,,,
14,2,"(0, 1)",0,1,GridCellAgent,,,,,,,
14,3,"(0, 2)",0,2,GridCellAgent,,,,,,,
14,4,"(0, 3)",0,3,GridCellAgent,,,,,,,
14,5,"(0, 4)",0,4,GridCellAgent,,,,,,,
14,6,"(0, 5)",0,5,GridCellAgent,,,,,,,
14,7,"(0, 6)",0,6,GridCellAgent,,,,,,,
14,8,"(0, 7)",0,7,GridCellAgent,,,,,,,
14,9,"(0, 8)",0,8,GridCellAgent,,,,,,,
14,10,"(0, 9)",0,9,GridCellAgent,,,,,,,
14,11,"(0, 10)",0,10,GridCellAgent,,,,,,,
14,12,"(0, 11)",0,11,GridCellAgent,,,,,,,
14,13,"(1, 0)",1,0,GridCellAgent,,,,,,,
14,14,"(1, 1)",1,1,GridCellAgent,,,,,,,
14,15,"(1, 2)",1,2,GridCellAgent,,,,,,,
14,16,"(1, 3)",1,3,GridCellAgent,,,,,,,
14,17,"(1, 4)",1,4,GridCellAgent,,,,,,,
14,18,"(1, 5)",1,5,GridCellAgent,,,,,,,
14,19,"(1, 6)",1,6,GridCellAgent,,,,,,,
14,20,"(1, 7)",1,7,GridCellAgent,,,,,,,
14,21,"(1, 8)",1,8,GridCellAgent,,,,,,,
14,22,"(1, 9)",1,9,GridCellAgent,,,,,,,
14,23,"(1, 10)",1,10,GridCellAgent,,,,,,,
14,24,"(1, 11)",1,11,GridCellAgent,,,,,,,
14,25,"(2, 0)",2,0,GridCellAgent,,,,,,,
14,26,"(2, 1)",2,1,GridCellAgent,,,,,,,
14,27,"(2, 2)",2,2,GridCellAgent,,,,,,,
14,28,"(2, 3)",2,3,GridCellAgent,,,,,,,
14,29,"(2, 4)",2,4,GridCellAgent,,,,,,,
14,30,"(2, 5)",2,5,GridCellAgent,,,,,,,
14,31,"(2, 6)",2,6,GridCellAgent,,,,,,,
14,32,"(2, 7)",2,7,GridCellAgent,,,,,,,
14,33,"(2, 8)",2,8,GridCellAgent,,,,,,,
14,34,"(2, 9)",2,9,GridCellAgent,,,,,,,
14,35,"(2, 10)",2,10,GridCellAgent,,,,,,,
14,36,"(2, 11)",2,11,GridCellAgent,,,,,,,
14,37,"(3, 0)",3,0,GridCellAgent,,,,,,,
14,38,"(3, 1)",3,1,GridCellAgent,,,,,,,
14,39,"(3, 2)",3,2,GridCellAgent,,,,,,,
14,40,"(3, 3)",3,3,GridCellAgent,,,,,,,
14,41,"(3, 4)",3,4,GridCellAgent,,,,,,,
14,42,"(3, 5)",3,5,GridCellAgent,,,,,,,
14,43,"(3, 6)",3,6,GridCellAgent,,,,,,,
14,44,"(3, 7)",3,7,GridCellAgent,,,,,,,
14,45,"(3, 8)",3,8,GridCellAgent,,,,,,,
14,46,"(3, 9)",3,9,GridCellAgent,,,,,,,
14,47,"(3, 10)",3,10,GridCellAgent,,,,,,,
14,48,"(3, 11)",3,11,GridCellAgent,,,,,,,
14,49,"(4, 0)",4,0,GridCellAgent,,,,,,,
14,50,"(4, 1)",4,1,GridCellAgent,,,,,,,
14,51,"(4, 2)",4,2,GridCellAgent,,,,,,,
14,52,"(4, 3)",4,3,GridCellAgent,,,,,,,
14,53,"(4, 4)",4,4,GridCellAgent,,,,,,,
14,54,"(4, 5)",4,5,GridCellAgent,,,,,,,
14,55,"(4, 6)",4,6,GridCellAgent,,,,,,,
14,56,"(4, 7)",4,7,GridCellAgent,,,,,,,
14,57,"(4, 8)",4,8,GridCellAgent,,,,,,,
14,58,"(4, 9)",4,9,GridCellAgent,,,,,,,
14,59,"(4, 10)",4,10,GridCellAgent,,,,,,,
14,60,"(4, 11)",4,11,GridCellAgent,,,,,,,
14,61,"(5, 0)",5,0,GridCellAgent,,,,,,,
14,62,"(5, 1)",5,1,GridCellAgent,,,,,,,
14,63,"(5, 2)",5,2,GridCellAgent,,,,,,,
14,64,"(5, 3)",5,3,GridCellAgent,,,,,,,
14,65,"(5, 4)",5,4,GridCellAgent,,,,,,,
14,66,"(5, 5)",5,5,GridCellAgent,,,,,,,
14,67,"(5, 6)",5,6,GridCellAgent,,,,,,,
14,68,"(5, 7)",5,7,GridCellAgent,,,,,,,
14,69,"(5, 8)",5,8,GridCellAgent,,,,,,,
14,70,"(5, 9)",5,9,GridCellAgent,,,,,,,
14,71,"(5, 10)",5,10,GridCellAgent,,,,,,,
14,72,"(5, 11)",5,11,GridCellAgent,,,,,,,
14,73,"(6, 0)",6,0,GridCellAgent,,,,,,,
14,74,"(6, 1)",6,1,GridCellAgent,,,,,,,
14,75,"(6, 2)",6,2,GridCellAgent,,,,,,,
14,76,"(6, 3)",6,3,GridCellAgent,,,,,,,
14,77,"(6, 4)",6,4,GridCellAgent,,,,,,,
14,78,"(6, 5)",6,5,GridCellAgent,,,,,,,
14,79,"(6, 6)",6,6,GridCellAgent,,,,,,,
14,80,"(6, 7)",6,7,GridCellAgent,,,,,,,
14,81,"(6, 8)",6,8,GridCellAgent,,,,,,,
14,82,"(6, 9)",6,9,GridCellAgent,,,,,,,
14,83,"(6, 10)",6,10,GridCellAgent,,,,,,,
14,84,"(6, 11)",6,11,GridCellAgent,,,,,,,
14,85,"(7, 0)",7,0,GridCellAgent,,,,,,,
14,86,"(7, 1)",7,1,GridCellAgent,,,,,,,
14,87,"(7, 2)",7,2,GridCellAgent,,,,,,,
14,88,"(7, 3)",7,3,GridCellAgent,,,,,,,
14,89,"(7, 4)",7,4,GridCellAgent,,,,,,,
14,90,"(7, 5)",7,5,GridCellAgent,,,,,,,
14,91,"(7, 6)",7,6,GridCellAgent,,,,,,,
14,92,"(7, 7)",7,7,GridCellAgent,,,,,,,
14,93,"(7, 8)",7,8,GridCellAgent,,,,,,,
14,94,"(7, 9)",7,9,GridCellAgent,,,,,,,
14,95,"(7, 10)",7,10,GridCellAgent,,,,,,,
14,96,"(7, 11)",7,11,GridCellAgent,,,,,,,
14,97,"(8, 0)",8,0,GridCellAgent,,,,,,,
14,98,"(8, 1)",8,1,GridCellAgent,,,,,,,
14,99,"(8, 2)",8,2,GridCellAgent,,,,,,,
14,100,"(8, 3)",8,3,GridCellAgent,,,,,,,
14,101,"(8, 4)",8,4,GridCellAgent,,,,,,,
14,102,"(8, 5)",8,5,GridCellAgent,,,,,,,
14,103,"(8, 6)",8,6,GridCellAgent,,,,,,,
14,104,"(8, 7)",8,7,GridCellAgent,,,,,,,
14,105,"(8, 8)",8,8,GridCellAgent,,,,,,,
14,106,"(8, 9)",8,9,GridCellAgent,,,,,,,
14,107,"(8, 10)",8,10,GridCellAgent,,,,,,,
14,108,"(8, 11)",8,11,GridCellAgent,,,,,,,
14,109,"(9, 0)",9,0,GridCellAgent,,,,,,,
14,110,"(9, 1)",9,1,GridCellAgent,,,,,,,
14,111,"(9, 2)",9,2,GridCellAgent,,,,,,,
14,112,"(9, 3)",9,3,GridCellAgent,,,,,,,
14,113,"(9, 4)",9,4,GridCellAgent,,,,,,,
14,114,"(9, 5)",9,5,GridCellAgent,,,,,,,
14,115,"(9, 6)",9,6,GridCellAgent,,,,,,,
14,116,"(9, 7)",9,7,GridCellAgent,,,,,,,
14,117,"(9, 8)",9,8,GridCellAgent,,,,,,,
14,118,"(9, 9)",9,9,GridCellAgent,,,,,,,
14,119,"(9, 10)",9,10,GridCellAgent,,,,,,,
14,120,"(9, 11)",9,11,GridCellAgent,,,,,,,
14,121,"(10, 0)",10,0,GridCellAgent,,,,,,,
14,122,"(10, 1)",10,1,GridCellAgent,,,,,,,
14,123,"(10, 2)",10,2,GridCellAgent,,,,,,,
14,124,"(10, 3)",10,3,GridCellAgent,,,,,,,
14,125,"(10, 4)",10,4,GridCellAgent,,,,,,,
14,126,"(10, 5)",10,5,GridCellAgent,,,,,,,
14,127,"(10, 6)",10,6,GridCellAgent,,,,,,,
14,128,"(10, 7)",10,7,GridCellAgent,,,,,,,
14,129,"(10, 8)",10,8,GridCellAgent,,,,,,,
14,130,"(10, 9)",10,9,GridCellAgent,,,,,,,
14,131,"(10, 10)",10,10,GridCellAgent,,,,,,,
14,132,"(10, 11)",10,11,GridCellAgent,,,,,,,
14,133,"(11, 0)",11,0,GridCellAgent,,,,,,,
14,134,"(11, 1)",11,1,GridCellAgent,,,,,,,
14,135,"(11, 2)",11,2,GridCellAgent,,,,,,,
14,136,"(11, 3)",11,3,GridCellAgent,,,,,,,
14,137,"(11, 4)",11,4,GridCellAgent,,,,,,,
14,138,"(11, 5)",11,5,GridCellAgent,,,,,,,
14,139,"(11, 6)",11,6,GridCellAgent,,,,,,,
14,140,"(11, 7)",11,7,GridCellAgent,,,,,,,
14,141,"(11, 8)",11,8,GridCellAgent,,,,,,,
14,142,"(11, 9)",11,9,GridCellAgent,,,,,,,
14,143,"(11, 10)",11,10,GridCellAgent,,,,,,,
14,144,"(11, 11)",11,11,GridCellAgent,,,,,,,
14,145,"(0, 9)",0,9,ChargingStationAgent,,,,,,,
14,146,"(0, 7)",0,7,DroneAgent,exploring,,87.0,"(0, 2)",False,False,False
14,147,"(11, 3)",11,3,ChargingStationAgent,,,,,,,
14,148,"(2, 9)",2,9,DroneAgent,exploring,,86.0,"(0, 2)",False,False,False
14,149,"(1, 0)",1,0,ChargingStationAgent,,,,,,,
14,150,"(2, 1)",2,1,DroneAgent,exploring,,93.0,"(0, 2)",False,False,False
14,151,"(0, 2)",0,2,PalmAgent,verde,100.0,,,,,
14,152,"(1, 10)",1,10,PalmAgent,verde,100.0,,,,,
14,153,"(2, 9)",2,9,PalmAgent,verde,100.0,,,,,
14,154,"(3, 0)",3,0,PalmAgent,verde,100.0,,,,,
14,155,"(3, 3)",3,3,PalmAgent,verde,100.0,,,,,
14,156,"(3, 11)",3,11,PalmAgent,verde,100.0,,,,,
14,157,"(4, 3)",4,3,PalmAgent,verde,100.0,,,,,
14,158,"(5, 0)",5,0,PalmAgent,verde,100.0,,,,,
14,159,"(5, 4)",5,4,PalmAgent,verde,100.0,,,,,
14,160,"(6, 8)",6,8,PalmAgent,verde,100.0,,,,,
14,161,"(8, 7)",8,7,PalmAgent,infectada,88.77828673531828,,,,,
