,Step,PalmasTotales,PalmasInfectadas,PalmasSanas,PalmasQuemadas,PalmasDetectadas,DronesTotales,DronesActivos,DronesCargando,EstacionesCarga,Cobertura,ObjetivosCompartidos
860,860,26,1,7,0,0,3,3,0,3,0.1597222222222222,0
861,861,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
862,862,26,1,7,0,0,3,3,0,3,0.1875,0
863,863,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
864,864,26,1,7,0,1,3,3,0,3,0.1527777777777778,1
865,865,26,1,7,0,1,3,3,0,3,0.16666666666666666,1
866,866,26,1,7,0,1,3,3,0,3,0.14583333333333334,1
867,867,26,1,7,0,1,3,3,0,3,0.1736111111111111,1
868,868,26,1,7,0,1,3,3,0,3,0.14583333333333334,1
869,869,26,1,7,0,1,3,3,0,3,0.1736111111111111,1
870,870,26,1,7,0,1,3,3,0,3,0.14583333333333334,1
871,871,26,1,7,0,1,3,3,0,3,0.125,1
872,872,26,1,7,0,1,3,3,0,3,0.10416666666666667,1
873,873,26,0,8,0,1,3,2,1,3,0.08333333333333333,1
874,874,26,0,8,0,0,3,2,1,3,0.08333333333333333,0
875,875,26,0,8,0,0,3,3,0,3,0.08333333333333333,0
876,876,26,0,8,0,0,3,3,0,3,0.08333333333333333,0
877,877,26,0,8,0,0,3,3,0,3,0.11805555555555555,0
878,878,26,0,8,0,0,3,3,0,3,0.1388888888888889,0
879,879,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
880,880,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
881,881,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
882,882,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
883,883,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
884,884,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
885,885,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
886,886,26,0,8,0,0,3,3,0,3,0.1736111111111111,0
887,887,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
888,888,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
889,889,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
890,890,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
891,891,26,0,8,0,0,3,3,0,3,0.1736111111111111,0
892,892,26,0,8,0,0,3,3,0,3,0.1875,0
893,893,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
894,894,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
895,895,26,0,8,0,0,3,2,1,3,0.16666666666666666,0
896,896,26,0,8,0,0,3,2,1,3,0.14583333333333334,0
897,897,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
898,898,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
899,899,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
900,900,26,0,8,0,0,3,3,0,3,0.11805555555555555,0
901,901,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
902,902,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
903,903,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
904,904,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
905,905,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
906,906,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
907,907,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
908,908,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
909,909,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
910,910,26,0,8,0,0,3,3,0,3,0.1597222222222222,0
911,911,26,0,8,0,0,3,3,0,3,0.1388888888888889,0
912,912,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
913,913,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
914,914,26,1,7,0,0,3,3,0,3,0.125,0
915,915,26,1,7,0,0,3,3,0,3,0.1388888888888889,0
916,916,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
917,917,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
918,918,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
919,919,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
920,920,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
921,921,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
922,922,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
923,923,26,2,6,0,0,3,3,0,3,0.10416666666666667,0
924,924,26,2,6,0,0,3,3,0,3,0.1111111111111111,0
925,925,26,2,6,0,0,3,3,0,3,0.125,0
926,926,26,2,6,0,0,3,3,0,3,0.125,0
927,927,26,2,6,0,0,3,3,0,3,0.1111111111111111,0
928,928,26,2,6,0,0,3,3,0,3,0.11805555555555555,0
929,929,26,2,6,0,0,3,3,0,3,0.13194444444444445,0
930,930,26,2,6,0,0,3,3,0,3,0.14583333333333334,0
931,931,26,2,6,0,0,3,3,0,3,0.1527777777777778,0
932,932,26,2,6,0,0,3,3,0,3,0.10416666666666667,0
933,933,26,2,6,0,0,3,3,0,3,0.11805555555555555,0
934,934,26,3,5,0,0,3,3,0,3,0.125,0
935,935,26,3,5,0,0,3,3,0,3,0.13194444444444445,0
936,936,26,3,5,0,0,3,3,0,3,0.1527777777777778,0
937,937,26,4,4,0,0,3,3,0,3,0.1527777777777778,0
938,938,26,4,4,0,0,3,3,0,3,0.1527777777777778,0
939,939,26,4,4,0,0,3,3,0,3,0.13194444444444445,0
940,940,26,4,4,0,0,3,3,0,3,0.11805555555555555,0
941,941,26,4,4,0,1,3,3,0,3,0.125,1
942,942,26,4,4,0,1,3,3,0,3,0.1597222222222222,1
943,943,26,4,4,0,1,3,3,0,3,0.16666666666666666,1
944,944,26,4,4,0,1,3,3,0,3,0.1527777777777778,1
945,945,26,4,4,0,1,3,3,0,3,0.13194444444444445,1
946,946,26,4,4,0,1,3,2,1,3,0.1111111111111111,1
947,947,26,4,4,0,1,3,2,1,3,0.1388888888888889,1
948,948,26,4,4,0,1,3,3,0,3,0.1111111111111111,1
949,949,26,4,4,0,1,3,3,0,3,0.1736111111111111,1
950,950,26,3,5,0,1,3,3,0,3,0.14583333333333334,1
951,951,26,3,5,0,0,3,3,0,3,0.1527777777777778,0
952,952,26,3,5,0,0,3,3,0,3,0.125,0
953,953,26,3,5,0,0,3,3,0,3,0.13194444444444445,0
954,954,26,3,5,0,0,3,3,0,3,0.1736111111111111,0
955,955,26,3,5,0,0,3,3,0,3,0.18055555555555555,0
956,956,26,3,5,0,0,3,3,0,3,0.18055555555555555,0
957,957,26,3,5,0,1,3,3,0,3,0.1597222222222222,1
958,958,26,3,5,0,2,3,3,0,3,0.1597222222222222,2
959,959,26,3,5,0,3,3,3,0,3,0.13194444444444445,3
960,960,26,3,5,0,3,3,3,0,3,0.1597222222222222,3
961,961,26,3,5,0,3,3,3,0,3,0.13194444444444445,3
962,962,26,3,5,0,2,3,3,0,3,0.1597222222222222,2
963,963,26,3,5,0,3,3,3,0,3,0.13194444444444445,3
964,964,26,2,6,0,3,3,3,0,3,0.1597222222222222,3
965,965,26,2,6,0,2,3,3,0,3,0.1736111111111111,2
966,966,26,1,7,0,2,3,3,0,3,0.14583333333333334,2
967,967,26,1,7,0,1,3,3,0,3,0.14583333333333334,1
968,968,26,1,7,0,1,3,3,0,3,0.10416666666666667,1
969,969,26,2,6,0,2,3,3,0,3,0.1388888888888889,2
970,970,26,2,6,0,2,3,3,0,3,0.10416666666666667,2
971,971,26,1,7,0,1,3,3,0,3,0.13194444444444445,1
972,972,26,1,7,0,1,3,3,0,3,0.11805555555555555,1
973,973,26,1,7,0,1,3,3,0,3,0.1597222222222222,1
974,974,26,0,8,0,1,3,3,0,3,0.1597222222222222,1
975,975,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
976,976,26,0,8,0,0,3,3,0,3,0.1875,0
977,977,26,0,8,0,0,3,3,0,3,0.125,0
978,978,26,0,8,0,0,3,3,0,3,0.125,0
979,979,26,0,8,0,0,3,2,1,3,0.1111111111111111,0
980,980,26,0,8,0,0,3,3,0,3,0.1111111111111111,0
981,981,26,1,7,0,1,3,2,1,3,0.13194444444444445,1
982,982,26,1,7,0,1,3,2,1,3,0.1527777777777778,1
983,983,26,0,8,0,1,3,3,0,3,0.1527777777777778,1
984,984,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
985,985,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
986,986,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
987,987,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
988,988,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
989,989,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
990,990,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
991,991,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
992,992,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
993,993,26,0,8,0,0,3,3,0,3,0.1111111111111111,0
994,994,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
995,995,26,0,8,0,0,3,3,0,3,0.125,0
996,996,26,0,8,0,0,3,3,0,3,0.1111111111111111,0
997,997,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
998,998,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
999,999,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
